847 9215
704 177 24827
378 787 23143
751 340 31028
661 4 15873
688 394 20434
639 411 29082
97 148 2806
116 300 14212
725 130 29342
465 104 16179
515 421 5236
473 582 31619
311 835 10556
808 846 6181
126 617 27782
726 767 3640
235 281 1921
443 557 311
725 665 22000
694 262 1215
180 746 14519
127 559 233
397 840 27520
511 482 28188
317 239 31578
707 739 25256
220 756 6763
380 652 15245
456 474 12558
260 287 22325
177 169 18153
233 753 13329
197 56 16100
37 748 7762
564 520 30479
34 24 16184
836 653 14798
617 329 9647
476 326 8171
841 835 4909
230 84 7007
559 430 18707
361 806 28901
214 445 4608
561 832 31430
527 475 8142
530 214 14676
762 558 25144
394 444 1548
684 449 861
222 62 17503
672 567 3736
595 430 14221
463 629 15199
404 724 18198
644 72 14640
660 654 948
585 785 31415
446 595 15569
811 255 11687
227 51 31482
549 774 6658
320 645 19911
99 823 24263
333 202 7200
570 463 15163
632 11 7153
548 720 6985
300 786 21163
76 476 17068
440 510 4641
160 44 1505
251 118 23968
839 221 20759
99 633 4445
814 400 7308
487 750 6785
451 842 11044
501 657 6272
594 662 23321
794 517 28807
420 322 14862
132 76 16915
120 167 17654
180 299 22560
612 310 4489
112 459 13416
440 641 25147
842 725 15019
403 84 9973
472 77 24569
488 618 31740
564 562 9842
181 826 9673
335 606 10239
281 339 9162
530 726 4839
753 441 3385
11 810 20821
570 443 21130
787 445 12578
480 655 809
475 153 21389
656 353 10874
196 223 1179
34 763 2134
204 283 26707
770 635 10367
547 233 16419
466 654 31169
71 429 29954
28 611 20660
105 65 9000
622 239 2911
618 336 10884
266 517 8752
433 114 27063
613 75 8114
427 82 32145
6 371 1239
449 72 11437
824 648 13078
99 167 28747
457 180 21543
295 276 10440
700 224 8126
388 800 25725
811 345 31453
660 842 28513
277 184 18810
366 805 28268
846 252 16846
410 512 31883
497 397 18721
782 134 27787
102 561 13687
738 576 25261
583 404 25362
39 69 1783
577 835 26117
213 751 15482
374 35 8809
301 817 8928
712 517 6868
111 513 6620
236 830 14364
411 395 22100
197 529 32408
252 455 26454
62 203 25674
259 415 23870
739 457 6347
33 173 12187
210 428 23236
169 9 3748
807 393 16472
204 653 4974
538 700 28377
300 568 19996
254 108 29577
301 245 5051
111 826 4709
223 225 13711
213 730 16686
145 9 32004
729 79 16366
143 692 30902
287 188 16795
398 211 11493
365 73 30619
406 151 15866
813 200 20481
662 52 814
463 82 1509
566 404 5496
446 820 26049
268 690 31302
122 70 7547
649 225 2029
583 579 20751
718 24 10736
138 72 22591
686 312 13600
439 563 12717
582 438 16630
399 94 20764
824 3 8604
289 470 19156
150 523 16495
600 153 1814
21 699 21167
115 34 1698
121 176 20274
459 16 27362
821 578 19797
402 272 20370
529 480 721
257 502 23562
465 195 529
341 549 24678
486 43 2269
150 112 9777
54 480 32172
744 493 24878
225 254 17464
259 804 6224
504 208 16936
60 209 18443
537 671 21233
120 493 13948
253 631 5690
751 53 18204
297 316 1636
543 555 24311
641 597 11530
623 83 27559
169 584 10642
161 781 11898
725 118 8745
599 768 23179
354 54 12733
58 631 12225
740 406 1490
808 545 21989
57 3 13639
556 112 8790
400 516 30053
608 98 30721
410 844 17612
354 125 25761
681 565 31776
398 581 20354
470 398 637
224 287 19760
43 497 14367
720 124 18645
647 599 5055
647 839 32579
544 246 32662
695 17 4306
671 701 18692
722 49 1690
478 747 588
130 768 23731
527 221 6120
553 563 18050
777 580 465
349 270 28958
756 355 32590
817 383 31951
793 135 11472
701 659 14001
617 804 11549
727 592 20900
494 270 12580
662 845 29083
170 13 2485
796 691 18139
516 319 23531
772 560 24028
193 212 5485
619 771 11986
23 452 5377
771 534 17480
587 555 28984
56 254 29266
401 293 10766
512 833 8259
650 746 13270
633 450 9449
400 263 30928
202 235 14782
229 786 31800
242 586 9098
239 121 1194
536 728 28529
700 457 27954
283 605 6498
27 225 17260
205 510 11609
825 324 32360
483 282 1788
790 187 11619
787 798 19316
472 284 20082
590 737 10135
141 134 23715
551 451 20667
390 606 23821
549 351 19092
151 536 3981
437 90 23013
489 92 18708
290 150 20545
34 711 20379
35 171 20144
439 719 18723
86 19 31403
194 216 10767
75 176 1949
768 842 834
605 83 12847
628 406 2973
91 579 9302
438 476 30906
72 166 19045
338 456 26867
559 789 16523
806 826 21779
662 632 32135
484 389 19021
413 132 2685
64 765 7496
683 6 16676
137 138 27993
251 386 208
739 803 15180
238 430 24582
565 474 6476
287 225 25490
61 564 8642
765 233 1376
473 279 325
436 41 9350
11 525 1015
661 585 9531
727 309 20705
300 787 25269
64 79 24099
320 723 28194
749 789 16158
704 223 15671
145 335 18912
703 819 12300
109 398 17268
580 625 2365
522 545 23274
66 415 25737
666 337 18737
644 37 14178
409 808 24
663 28 17456
79 396 32021
100 102 13524
417 54 38
711 365 4129
449 162 11891
500 148 20117
313 57 1044
773 493 21231
696 617 1894
413 696 9923
501 233 4272
317 421 15560
495 341 17501
371 149 22276
355 242 28806
299 310 20662
347 744 12772
523 823 23057
718 268 973
803 40 2076
767 716 31693
533 210 1366
532 762 15598
148 585 16372
472 469 30682
672 525 14541
507 229 25681
637 787 8784
790 331 21933
709 16 24859
580 370 12138
813 334 18447
326 723 24559
523 366 10219
764 311 30468
248 421 3806
423 281 15038
708 610 28298
82 497 6348
278 616 24433
11 44 19292
99 329 28356
211 234 20512
767 344 24578
752 41 13589
38 54 22520
583 397 4541
494 753 4144
365 72 21169
347 64 14205
680 150 3727
604 575 29430
593 639 3845
408 679 21277
365 28 7608
451 82 16831
537 467 3244
616 23 26420
660 389 25137
137 175 32020
522 685 22311
446 496 15741
494 374 19634
563 453 9584
678 299 6842
735 509 26113
370 112 10956
437 276 29510
197 39 19244
327 97 28996
365 413 5191
566 286 7763
553 419 11965
221 514 6061
33 220 21181
647 652 16421
443 375 2408
780 155 31286
39 56 8055
556 142 7660
574 822 25690
17 452 21046
193 208 22552
688 573 5280
115 687 22457
374 292 24104
287 739 32436
17 509 1174
824 374 4313
179 540 20384
173 663 3435
711 545 18995
274 405 14562
141 411 14698
136 484 14816
618 573 18877
399 845 10559
290 782 29517
432 442 7817
730 515 15463
448 245 14650
56 209 28035
563 771 15512
63 530 3185
26 304 22280
222 453 7285
56 537 28457
113 802 16254
25 599 8215
568 806 30907
305 642 15276
751 129 2872
270 75 1175
111 432 20307
371 818 11157
232 12 28705
208 346 16966
98 691 24095
810 421 6978
227 264 30396
658 607 17023
21 402 30884
273 130 10796
576 463 27356
499 59 10117
753 229 12544
213 729 14418
317 801 12619
834 90 5388
505 820 16684
387 8 7393
439 3 5022
225 676 8
247 332 12404
747 103 551
414 678 7767
9 705 4537
121 791 28979
501 846 4793
93 121 27963
259 26 27126
407 450 29394
216 775 25570
245 748 501
430 231 19641
800 124 25602
321 570 18767
82 351 236
398 745 1772
295 83 8504
508 667 32249
453 477 28768
252 248 5745
473 588 2921
493 371 20049
321 806 21963
172 653 24951
415 412 17159
694 264 12210
480 558 19830
222 3 2299
755 64 827
13 776 28931
751 170 30810
551 75 8859
322 190 6499
603 367 28842
188 397 23608
139 682 26018
145 295 13518
404 694 953
530 233 4603
186 352 5969
643 793 2741
101 594 31315
119 424 4677
643 62 5401
769 144 10955
834 47 15085
796 826 6369
250 691 17351
675 100 28809
131 658 13001
299 337 18562
306 233 27531
469 390 20750
676 261 31141
541 213 24906
113 344 4947
354 151 29696
86 187 13594
300 678 20037
444 341 21109
315 483 22844
545 275 15344
74 429 26067
389 224 5446
24 555 27744
577 717 5717
662 45 13144
340 822 26622
89 163 28574
322 712 19035
831 148 13858
573 22 25547
399 478 18879
633 794 12471
90 714 16794
559 657 6707
546 541 885
20 330 19896
576 33 27310
524 54 17684
628 778 21566
165 573 26121
44 564 17561
340 112 7958
230 494 1318
187 405 14429
694 461 24743
638 596 22851
699 217 23453
604 265 29574
529 51 7325
829 367 22724
357 85 18178
764 230 15422
105 142 22640
409 696 1051
813 834 12014
693 807 4046
757 252 24700
197 777 16762
640 402 20070
794 838 13921
334 706 11733
770 677 16064
693 402 27714
771 668 24487
160 807 12757
244 189 2483
607 144 7389
71 60 17838
641 552 30946
744 32 29823
281 478 30973
16 763 29180
150 374 12414
279 658 623
138 339 30213
574 845 240
128 292 23701
462 606 22762
629 551 19288
26 163 32602
832 681 18434
438 669 28847
766 646 4367
106 645 15959
743 503 14734
513 5 24019
797 144 13242
746 307 15592
295 259 10838
167 126 8457
391 773 31655
280 315 15080
723 89 31023
814 719 21939
236 76 24439
743 84 29738
351 308 4464
255 276 21754
301 391 3660
460 263 1507
221 776 29077
532 526 9199
202 31 10868
234 681 25865
541 235 238
142 100 9625
755 794 23294
185 364 5371
167 618 3279
847 349 12767
686 528 9866
383 500 9212
605 499 30582
603 804 12958
617 181 12627
842 514 12271
768 771 2108
597 278 16142
567 306 10873
805 241 28500
432 428 18687
742 494 6129
669 198 114
837 23 3685
38 598 4763
419 495 20027
147 701 9993
83 446 20887
529 363 28342
475 279 10961
517 253 11143
409 501 11685
567 140 26331
62 46 9901
834 491 25082
417 513 9253
71 122 4154
389 131 1061
561 223 14593
377 513 15317
328 800 13278
440 718 26705
60 387 7026
831 804 1320
614 1 25579
710 802 28095
709 661 2096
231 506 26123
284 792 3352
553 586 7253
846 130 31813
353 398 14588
555 596 16495
32 231 29317
165 65 2886
60 393 2893
503 177 12610
547 786 27575
824 255 16872
652 394 1717
337 566 9072
778 639 12275
696 497 11997
470 439 21015
751 55 17881
542 520 22733
371 273 11764
398 192 30102
372 743 13598
795 548 30614
643 547 20848
270 307 3544
406 57 8861
82 444 18623
347 282 1447
353 476 23193
309 726 23468
453 116 16528
132 669 19167
138 565 29811
146 68 11540
120 96 23818
640 453 8548
629 276 13804
332 542 24272
527 135 26905
793 369 1005
660 558 9152
369 510 17414
718 213 7421
162 200 3120
631 627 24688
201 344 6981
440 148 18426
741 676 7619
164 747 30475
433 448 15104
841 199 28478
784 779 13109
327 134 2362
534 585 17994
211 771 3602
262 617 10605
473 352 11409
135 671 26068
489 107 25412
805 676 9538
492 630 789
676 640 16675
586 684 30675
218 105 28506
276 529 23304
98 142 13333
805 56 19164
39 314 25159
208 521 30829
128 555 28426
107 683 29113
478 355 12946
840 550 16258
389 840 6818
30 656 2271
238 667 14407
292 528 32065
67 653 28467
846 703 21527
539 839 26643
181 291 14127
88 480 27806
126 303 25781
300 218 12912
338 112 7134
741 754 24789
367 802 16569
9 49 10823
776 658 30515
188 627 4471
608 445 24034
604 699 8818
775 672 27786
334 710 26015
610 268 27930
383 250 8226
363 622 5844
272 228 13922
421 96 24293
543 704 32259
490 716 25337
724 476 2718
350 628 5266
440 358 6311
4 22 20673
776 303 5449
214 704 9950
240 698 23841
750 111 12576
310 701 25880
279 389 14369
350 535 26580
78 59 30381
743 634 14192
465 462 17776
83 369 18047
150 355 20063
573 147 11404
148 557 13811
353 837 10633
792 298 31881
117 701 18671
676 496 17543
677 215 4233
67 704 14871
618 785 28685
307 467 8087
310 284 15896
482 361 3594
713 458 17460
535 497 23350
268 174 32475
321 344 24369
161 43 6079
708 236 4481
631 370 4042
161 235 14889
387 391 23422
414 819 19763
809 816 12230
412 74 1942
661 705 13919
311 26 6793
179 602 10330
815 634 11938
811 340 12897
300 717 23128
36 315 22992
91 275 24502
140 605 10938
38 157 13163
790 404 5751
47 649 888
780 84 26439
334 60 15906
6 342 22834
481 311 2564
130 23 4403
470 205 23588
572 558 19375
471 659 2967
571 779 28633
572 86 1441
5 30 20988
451 74 26787
99 497 27927
489 167 31326
35 467 25691
464 704 8806
688 572 32709
387 697 30351
33 793 16133
727 381 22733
318 331 12563
121 92 25419
252 10 18691
379 766 19095
490 749 6380
570 41 18235
363 692 16909
570 428 20257
673 21 5485
25 595 15495
168 76 25254
265 68 17270
10 722 23204
400 272 6141
436 182 19063
562 427 13974
774 293 22157
351 342 11651
16 91 22764
729 57 24837
212 691 9545
486 762 23998
376 777 19469
262 525 13207
620 277 21497
294 765 10014
611 705 21358
831 732 5698
429 277 29224
52 337 6675
674 684 1690
735 186 6789
600 176 27944
291 570 26901
308 55 5309
644 702 12149
193 506 20117
521 631 25516
231 608 6135
395 199 7210
69 530 28624
580 752 32453
198 340 9068
410 689 7064
240 399 9415
210 316 24885
662 791 16938
96 290 2480
203 817 18950
565 277 30829
444 835 5977
137 566 3767
395 148 510
389 304 4479
68 45 2985
814 419 8640
285 657 27740
784 176 3093
292 599 13096
15 103 13691
753 524 7116
464 434 1571
159 791 19769
478 287 14844
628 106 1810
838 454 6878
830 308 20406
840 655 18017
469 510 26455
665 50 1278
439 6 11954
768 351 26961
93 463 29479
169 683 13448
67 795 7244
68 504 19901
647 350 9542
820 592 14442
27 742 6999
563 193 6724
347 381 2126
792 585 6931
821 350 2796
832 676 18796
63 401 14425
143 228 17744
35 822 2355
699 56 20000
530 753 23021
435 339 873
414 164 14701
61 48 16493
55 116 12844
315 256 2172
64 259 14661
553 289 3704
17 15 19515
388 423 3096
21 241 20824
244 92 28099
521 676 22514
826 737 24093
841 768 11522
710 338 2208
10 485 11717
683 282 3282
201 834 9578
66 699 9205
416 417 9202
681 299 31047
380 336 27599
141 15 14641
568 653 8428
69 118 30189
608 249 7956
359 321 16525
577 171 5894
176 588 19315
42 559 6282
601 588 10119
647 136 21859
230 599 16354
64 552 31741
746 776 12188
667 587 23068
322 661 31739
318 400 22272
142 113 12613
96 368 4531
137 238 27344
806 809 23420
242 447 32563
660 473 12215
687 51 28577
784 660 374
621 652 26061
744 494 3256
468 389 3576
341 26 7200
608 395 746
679 31 13677
284 768 24583
581 627 11811
87 41 29130
225 741 5923
317 19 30528
448 169 2346
739 456 1882
146 612 30057
704 771 822
108 525 1202
279 156 6825
678 154 5369
450 51 23219
21 732 22544
594 522 5540
409 55 18408
526 504 17177
746 115 25538
691 97 18969
20 327 18192
524 240 4605
245 623 30202
171 285 18154
12 633 1213
497 7 1281
764 431 22119
446 839 10641
416 262 25751
685 121 27633
81 29 9542
832 283 10195
174 407 1231
376 681 289
701 470 22953
552 100 19912
338 406 1165
846 258 3077
837 332 27398
294 788 11274
251 313 29592
490 107 10769
788 237 29186
367 577 29244
1 361 22343
785 803 22995
479 29 19583
506 249 12734
131 41 13549
622 824 26593
489 88 29588
405 642 4047
41 410 25613
506 152 13280
669 6 26661
774 327 15753
143 285 5793
159 413 16588
373 355 30571
485 453 6172
548 342 18451
391 252 27370
696 651 32199
273 307 9544
701 457 30223
808 599 3148
61 101 23025
57 105 11850
766 187 12099
221 30 26256
8 602 29890
504 781 30531
51 777 14
394 636 11561
440 233 27155
363 29 7537
147 202 19147
170 250 3105
143 187 18208
207 323 23921
501 238 18961
48 777 954
517 606 20666
425 429 25567
549 313 22936
625 177 32611
604 557 15886
473 645 25326
820 32 23863
283 742 28448
640 323 23481
406 340 30074
176 368 16959
567 388 1602
688 285 19559
786 761 28074
297 779 14405
761 833 3502
540 81 27343
255 266 20312
388 192 22468
295 593 8559
45 305 23539
462 84 13248
735 771 12018
17 220 9598
575 154 19865
243 703 620
441 808 20706
316 229 32208
735 265 7428
161 293 11103
299 820 17114
112 143 21920
802 92 25079
557 326 20095
573 104 25590
696 222 510
678 298 6635
778 26 31816
732 395 11005
448 808 19352
128 546 28559
531 460 31662
69 749 22147
743 196 10984
569 299 15087
388 629 31695
251 351 14343
213 18 32309
115 702 11275
352 154 16320
771 566 30189
35 542 29647
818 116 22103
162 703 1644
722 381 6298
459 317 1406
273 659 20160
840 646 24856
242 547 10754
698 212 10742
474 231 28686
770 411 24959
263 291 8921
153 19 12533
201 458 29688
398 276 1419
637 189 23993
71 197 11680
141 416 2922
623 418 14162
292 501 26516
545 151 2847
271 825 533
806 341 7507
804 448 22877
629 354 10102
275 676 14648
658 455 14066
386 489 9969
306 822 4262
137 771 1453
117 360 304
332 94 3915
102 284 16388
796 382 15670
683 428 8110
779 507 6632
60 635 28632
684 698 32521
581 574 17891
811 106 19830
578 726 26425
550 751 920
80 216 23708
669 524 3012
326 284 22567
350 496 32677
388 771 8117
445 7 16102
623 507 11241
246 686 26246
651 504 12309
541 128 17318
476 472 22952
662 160 6068
39 596 21999
434 184 15667
452 357 9036
312 826 17306
269 341 28470
360 363 15876
3 776 21655
168 407 5019
538 225 18017
108 695 29196
764 140 18800
65 369 12383
450 327 10083
817 308 30814
843 435 9005
158 725 24358
763 449 11599
609 825 2915
598 405 29360
384 131 684
823 711 25127
546 489 18992
